sample_id,Strain,Salt,A,C,Dispersed
920,wildtype (PS312),NaAc,2,12,76
921,wildtype (PS312),NaAc,6,18,78
922,wildtype (PS312),NaAc,0,22,60
923,wildtype (PS312),NaAc,4,33,72
924,wildtype (PS312),NaAc,3,48,86
925,wildtype (PS312),NaAc,6,31,79
926,wildtype (PS312),NaAc,11,63,120
927,wildtype (PS312),NaAc,3,12,72
928,wildtype (PS312),NaAc,1,32,63
929,wildtype (PS312),NaAc,0,9,30
930,wildtype (PS312),NaAc,0,9,24
931,gcy-22 (csu79),NaAc,0,10,38
932,gcy-22 (csu79),NaAc,0,10,44
933,gcy-22 (csu79),NaAc,4,25,60
934,gcy-22 (csu79),NaAc,0,21,61
935,gcy-22 (csu79),NaAc,1,16,66
936,gcy-22 (csu79),NaAc,0,12,59
937,gcy-22 (csu79),NaAc,0,10,49
938,gcy-22 (csu79),NaAc,1,23,48
939,gcy-22 (csu79),NaAc,0,17,83
940,gcy-22 (csu79),NaAc,0,11,40
941,gcy-22 (csu79),NaAc,0,30,88
942,gcy-22 (csu79),NaAc,0,10,37
943,gcy-22 (csu79),NaAc,0,13,85
944,gcy-22 (csu79),NaAc,1,18,97
945,gcy-22 (csu79),NaAc,0,12,71
946,gcy-22 (csu79),NaAc,0,22,65
947,gcy-22 (csu80),NaAc,2,46,80
948,gcy-22 (csu80),NaAc,3,33,55
949,gcy-22 (csu80),NaAc,2,52,101
950,gcy-22 (csu80),NaAc,5,62,137
951,gcy-22 (csu80),NaAc,5,42,116
952,gcy-22 (csu80),NaAc,5,29,83
953,gcy-22 (csu80),NaAc,16,37,139
954,gcy-22 (csu80),NaAc,9,61,82
955,gcy-22 (csu80),NaAc,7,47,74
956,gcy-22 (csu80),NaAc,1,16,54
957,gcy-22 (csu80),NaAc,1,30,46
958,gcy-22 (csu80),NaAc,1,17,37
959,gcy-22 (csu80),NaAc,0,18,40
960,gcy-22 (csu80),NaAc,0,26,54
961,che-1 (ot5012),NaAc,1,48,136
962,che-1 (ot5012),NaAc,4,51,132
963,che-1 (ot5012),NaAc,5,72,150
964,che-1 (ot5012),NaAc,7,74,137
965,che-1 (ot5012),NaAc,3,39,73
966,che-1 (ot5012),NaAc,3,29,121
967,che-1 (ot5012),NaAc,0,27,80
968,che-1 (ot5012),NaAc,0,12,45
969,che-1 (ot5012),NaAc,1,10,48
970,che-1 (ot5012),NaAc,2,14,66
971,che-1 (ot5012),NaAc,0,18,65
972,che-1 (ot5012),NaAc,4,55,112
973,che-1 (ot5012),NaAc,4,38,100
974,che-1 (ot5012),NaAc,6,56,120
975,che-1 (ot5012),NaAc,2,44,115
976,che-1 (ot5012),NaAc,1,26,55
977,che-1 (ot5013),NaAc,3,56,77
978,che-1 (ot5013),NaAc,4,59,116
979,che-1 (ot5013),NaAc,1,30,58
980,che-1 (ot5013),NaAc,2,40,100
981,che-1 (ot5013),NaAc,3,27,75
982,che-1 (ot5013),NaAc,2,26,74
983,che-1 (ot5013),NaAc,2,21,63
984,che-1 (ot5013),NaAc,2,10,37
985,che-1 (ot5013),NaAc,2,21,79
986,che-1 (ot5013),NaAc,0,25,68
987,che-1 (ot5013),NaAc,0,41,89
988,che-1 (ot5013),NaAc,3,28,101
989,che-1 (ot5013),NaAc,3,34,92
990,daf-11 (mok83),NaAc,24,12,52
991,daf-11 (mok83),NaAc,21,14,66
992,daf-11 (mok83),NaAc,31,14,44
993,daf-11 (mok83),NaAc,12,18,58
994,daf-11 (mok83),NaAc,14,27,72
995,daf-11 (mok83),NaAc,4,12,55
996,daf-11 (mok83),NaAc,9,15,32
997,daf-11 (mok83),NaAc,6,3,27
998,daf-11 (mok83),NaAc,36,12,61
999,daf-11 (mok83),NaAc,14,5,33
1000,daf-11 (mok83),NaAc,17,6,46
1001,daf-11 (mok83),NaAc,15,16,55
1002,daf-11 (mok84),NaAc,40,29,72
1003,daf-11 (mok84),NaAc,26,19,62
1004,daf-11 (mok84),NaAc,31,12,64
1005,daf-11 (mok84),NaAc,46,18,94
1006,daf-11 (mok84),NaAc,31,14,60
1007,daf-11 (mok84),NaAc,29,41,100
1008,daf-11 (mok84),NaAc,12,30,129
1009,daf-11 (mok84),NaAc,22,40,80
1010,daf-11 (mok84),NaAc,10,11,44
1011,daf-11 (mok84),NaAc,15,25,67
1012,daf-11 (mok84),NaAc,14,10,45
1013,daf-11 (mok84),NaAc,20,24,62
1014,tax-2 (mok59),NaAc,3,7,24
1015,tax-2 (mok59),NaAc,11,8,19
1016,tax-2 (mok59),NaAc,7,5,12
1017,tax-2 (mok59),NaAc,9,11,20
1018,tax-2 (mok59),NaAc,16,15,71
1019,tax-2 (mok59),NaAc,8,9,29
1020,tax-2 (mok59),NaAc,13,4,59
1021,tax-2 (mok59),NaAc,12,5,47
1022,tax-2 (mok59),NaAc,11,6,25
1023,tax-2 (mok59),NaAc,9,5,41
1024,tax-2 (mok59),NaAc,14,13,52
1025,tax-2 (mok59),NaAc,12,12,43
1026,tax-2 (mok59),NaAc,14,16,56
